YEAR	MONTH	DAY	HOUR	MIN	SEC	RLOC	LAT	LON	DEPTH	MAG	TYPMAG	REGION	RNG_MAG
2017	10	10	3	38	19.4	L	10.76	-65.716	5	3.3	Mw	centro	[3, 4)
2017	10	10	4	52	12.8	L	10.491	-62.506	2.5	2.9	Mw	oriente	[0, 3)
2017	10	10	7	8	28.2	R	6.687	-73.136	157.6	4.4	Mw	occidente	[4, 5)
2017	10	10	10	18	31.6	R	7.345	-73.245	189.8	3.7	Mw	occidente	[3, 4)
2017	10	10	12	37	45.4	R	6.062	-72.169	33.9	3	Mw	occidente	[3, 4)
2017	10	10	13	7	34.4	R	6.707	-73.071	157.6	4.1	Mw	occidente	[4, 5)
2017	10	10	16	7	57.7	R	9.991	-67.153	5	1.9	Mw	centro	[0, 3)
2017	10	10	17	55	 0.7	R	5.151	-73.824	129.2	3.9	Mw	occidente	[3, 4)
2017	10	10	21	18	36.6	L	7.853	-71.951	5	2.8	Mw	occidente	[0, 3)
2017	10	10	22	19	55.5	R	6.942	-72.772	147.6	3.5	Mw	occidente	[3, 4)
2017	10	11	0	54	59.6	R	6.725	-73.088	138.8	3.1	Mw	occidente	[3, 4)
2017	10	11	6	50	57.8	L	9.408	-70.724	5	3.2	Mw	occidente	[3, 4)
2017	10	11	16	17	11.1	L	9.951	-67.213	5	2.1	Mw	centro	[0, 3)
2017	10	11	20	44	34.4	L	10.482	-69.336	3.6	2.7	Mw	occidente	[0, 3)
2017	10	11	20	53	34.1	R	6.434	-72.056	71.7	3.1	Mw	occidente	[3, 4)
2017	10	12	3	37	17.4	L	9.992	-68.51	5	2.3	Mw	occidente	[0, 3)
2017	10	12	5	0	37.2	R	7.052	-73.216	16.5	2.8	Mw	occidente	[0, 3)
2017	10	12	6	23	19.5	R	6.734	-73.149	168.5	3.9	Mw	occidente	[3, 4)
2017	10	12	7	51	53.2	L	8.991	-70.505	5	3.2	Mw	occidente	[3, 4)
2017	10	12	8	53	11.3	L	10.645	-69.578	21	1.8	Mw	occidente	[0, 3)
2017	10	13	0	44	 7.1	L	9.984	-69.656	9.9	1.7	Mw	occidente	[0, 3)
2017	10	13	2	20	13.1	R	6.331	-72.485	5	2.9	Mw	occidente	[0, 3)
2017	10	13	4	52	23.2	R	6.667	-73.23	157.1	4.4	Mw	occidente	[4, 5)
2017	10	13	8	47	45.8	R	6.816	-73.234	167.2	3.3	Mw	occidente	[3, 4)
2017	10	13	9	8	20.2	R	6.415	-72.664	2.1	3	Mw	occidente	[3, 4)
2017	10	13	9	26	12.8	R	6.897	-73.146	157.7	3	Mw	occidente	[3, 4)
2017	10	13	10	39	 8.8	R	6.73	-73.051	165.8	3	Mw	occidente	[3, 4)
2017	10	13	11	29	10.0	L	10.342	-62.437	68	2.9	Mw	oriente	[0, 3)
2017	10	13	14	1	 2.4	L	9.75	-69.996	5	2	Mw	occidente	[0, 3)
2017	10	13	15	56	 5.0	R	6.126	-72.741	20.3	3	Mw	occidente	[3, 4)
2017	10	13	16	10	15.7	L	9.974	-67.235	5	2.1	Mw	centro	[0, 3)
2017	10	13	21	43	31.2	R	6.794	-73.118	163.5	3.5	Mw	occidente	[3, 4)
2017	10	14	3	48	 1.1	L	10.889	-62.244	28	3.8	Mw	oriente	[3, 4)
2017	10	14	3	57	 9.0	R	6.863	-73.377	172.5	3.2	Mw	occidente	[3, 4)
2017	10	14	4	16	 6.4	R	6.135	-72.604	35.8	3.3	Mw	occidente	[3, 4)
2017	10	14	5	27	50.6	L	8.132	-70.997	5	2.5	Mw	occidente	[0, 3)
2017	10	14	5	33	 2.2	L	9.834	-69.782	5	1.7	Mw	occidente	[0, 3)
2017	10	14	8	35	43.1	L	7.23	-72.033	5	5.1	Mw	occidente	[5, 10)
2017	10	14	8	35	43.1	L	7.23	-72.033	5	5.1	Mw	occidente	[5, 10)
2017	10	14	15	2	 0.2	R	11.23	-58.754	5	4.7	Mw	oriente	[4, 5)
2017	10	14	19	23	36.8	L	8.361	-72.274	3.9	2.4	Mw	occidente	[0, 3)
2017	10	14	19	45	 0.2	R	6.765	-73.143	162	3.8	Mw	occidente	[3, 4)
2017	10	14	22	45	14.3	L	10.183	-69.898	5	3.1	Mw	occidente	[3, 4)
2017	10	15	5	35	34.8	R	6.822	-73.166	167.6	3.6	Mw	occidente	[3, 4)
2017	10	15	5	39	10.6	R	6.765	-73.159	166.6	3.9	Mw	occidente	[3, 4)
2017	10	15	8	6	23.0	R	6.787	-73.15	170.8	3.5	Mw	occidente	[3, 4)
2017	10	15	18	17	 3.0	R	6.8	-73.153	159.6	3	Mw	occidente	[3, 4)
2017	10	16	0	24	37.3	R	6.788	-73.145	165.7	3.5	Mw	occidente	[3, 4)
2017	10	16	3	9	 2.3	L	11.247	-71.608	2.8	2.9	Mw	occidente	[0, 3)
2017	10	16	3	28	33.1	R	6.764	-73.164	166.2	3.4	Mw	occidente	[3, 4)
2017	10	16	7	28	34.1	R	5.416	-73.957	140.1	4.1	Mw	occidente	[4, 5)
2017	10	16	8	33	 0.3	R	6.786	-73.139	159.9	2.8	Mw	occidente	[0, 3)
2017	10	16	10	46	43.0	L	10.32	-70.217	3	2.7	Mw	occidente	[0, 3)
2017	10	16	11	6	47.0	L	8.716	-71.122	0.5	2.3	Mw	occidente	[0, 3)
2017	10	16	12	0	45.6	R	6.842	-73.108	144.4	3	Mw	occidente	[3, 4)
2017	10	16	13	30	21.1	L	9.984	-69.367	5	1.7	Mw	occidente	[0, 3)
2017	10	16	15	43	41.8	L	10.175	-68.415	5	1.9	Mw	occidente	[0, 3)
2017	10	16	16	2	19.4	L	10.129	-67.276	20.6	2	Mw	centro	[0, 3)
2017	10	16	17	46	49.8	R	6.781	-73.106	164.2	2.8	Mw	occidente	[0, 3)
2017	10	17	2	14	51.4	L	9.89	-69.889	5	2.8	Mw	occidente	[0, 3)
2017	10	17	3	53	15.9	L	8.925	-71.143	3	2.2	Mw	occidente	[0, 3)
2017	10	17	9	12	28.7	L	10.541	-67.851	5	1.6	Mw	centro	[0, 3)
2017	10	17	9	28	26.5	L	10.146	-67.749	4	1.3	Mw	centro	[0, 3)
2017	10	17	10	22	28.9	L	9.918	-69.813	5	2.1	Mw	occidente	[0, 3)
2017	10	17	10	29	 1.6	R	11.271	-61.111	57	3.6	Mw	oriente	[3, 4)
2017	10	17	17	18	23.9	R	6.865	-73.162	174.5	3.5	Mw	occidente	[3, 4)
2017	10	17	18	7	14.2	L	7.707	-71.825	5	2.7	Mw	occidente	[0, 3)
2017	10	17	21	51	10.0	R	6.839	-73.288	174.8	3.5	Mw	occidente	[3, 4)
2017	10	17	23	49	43.8	R	7.975	-73.823	99.8	3.3	Mw	occidente	[3, 4)
2017	10	18	4	7	31.9	R	6.756	-73.198	166.7	3.8	Mw	occidente	[3, 4)
2017	10	18	6	40	49.0	R	6.724	-73.072	5	2.9	Mw	occidente	[0, 3)
2017	10	18	7	59	58.2	L	9.743	-69.466	5	2.1	Mw	occidente	[0, 3)
2017	10	18	8	17	53.6	L	9.747	-69.461	5	2	Mw	occidente	[0, 3)
2017	10	18	10	11	35.7	R	6.814	-73.167	155.7	3.3	Mw	occidente	[3, 4)
2017	10	18	11	17	17.4	R	6.731	-73.164	159	3	Mw	occidente	[3, 4)
2017	10	18	13	34	35.1	R	6.787	-73.129	160.3	3.4	Mw	occidente	[3, 4)
2017	10	18	16	38	55.2	R	5.073	-73.451	0	3.5	Mw	occidente	[3, 4)
2017	10	18	17	18	 6.2	R	9.766	-73.64	10	3.2	Mw	occidente	[3, 4)
2017	10	18	17	24	 9.6	L	9.953	-67.217	5	2	Mw	centro	[0, 3)
2017	10	18	17	38	44.9	R	10.329	-61.436	10.9	3.2	Mw	oriente	[3, 4)
2017	10	18	17	40	53.1	L	10.301	-67.63	3.9	2.2	Mw	centro	[0, 3)
2017	10	18	22	56	15.1	R	6.762	-73.118	156.3	3.1	Mw	occidente	[3, 4)
2017	10	19	0	9	54.9	R	8.346	-73.236	133.6	3.1	Mw	occidente	[3, 4)
2017	10	19	6	5	58.7	R	6.8	-73.175	164.4	3.8	Mw	occidente	[3, 4)
2017	10	19	6	26	 6.3	R	6.751	-73.157	164	3.4	Mw	occidente	[3, 4)
2017	10	19	9	50	57.9	R	6.629	-74	0	2.9	Mw		[0, 3)
2017	10	19	11	18	59.9	L	11.156	-64.356	35.2	2.8	Mw	oriente	[0, 3)
2017	10	19	13	46	 5.4	L	10.53	-70.498	5	2.3	Mw	occidente	[0, 3)
2017	10	19	15	58	33.2	R	7.423	-73.213	139.6	3.3	Mw	occidente	[3, 4)
2017	10	19	17	21	54.9	R	9.754	-73.619	0	3.1	Mw	occidente	[3, 4)
2017	10	19	17	38	29.1	L	9.427	-70.638	4.4	2.5	Mw	occidente	[0, 3)
2017	10	19	17	55	14.6	L	10.638	-71.292	27.1	2.7	Mw	occidente	[0, 3)
2017	10	20	2	19	37.2	L	11.774	-70.803	26.4	3.9	Mw	occidente	[3, 4)
2017	10	20	6	1	20.2	R	11.132	-59.039	15.4	5.2	Mw	oriente	[5, 10)
2017	10	20	6	49	18.1	L	10.268	-67.807	19.7	2	Mw	centro	[0, 3)
2017	10	20	11	56	48.2	R	6.815	-73.136	161.8	3.1	Mw	occidente	[3, 4)
2017	10	20	16	10	56.8	R	6.766	-73.123	165.3	3.3	Mw	occidente	[3, 4)
2017	10	20	18	21	49.5	R	6.823	-73.163	163.5	3.1	Mw	occidente	[3, 4)
2017	10	20	21	58	 5.8	L	10.192	-67.301	23.8	2.6	Mw	centro	[0, 3)
2017	10	20	23	3	13.1	R	6.807	-73.176	167.2	3.5	Mw	occidente	[3, 4)
2017	10	21	1	6	 9.9	L	9.051	-70.976	19.2	2.6	Mw	occidente	[0, 3)
2017	10	21	4	38	53.0	L	8.991	-72.682	9	3.4	Mw	occidente	[3, 4)
2017	10	21	5	44	36.8	L	9.939	-69.939	3.9	2.2	Mw	occidente	[0, 3)
2017	10	21	8	17	53.4	L	11.359	-69.827	26.9	2.6	Mw	occidente	[0, 3)
2017	10	21	8	35	37.7	R	6.772	-73.178	169.9	4.1	Mw	occidente	[4, 5)
2017	10	21	12	54	41.0	L	8.481	-71.451	5	4	Mw	occidente	[4, 5)
2017	10	21	16	31	53.3	L	10.374	-68.004	15	1.9	Mw	occidente	[0, 3)
2017	10	21	17	48	36.0	R	11.021	-62.086	104.7	3.4	Mw	oriente	[3, 4)
2017	10	22	4	24	 4.9	R	5.823	-72.379	28.4	4	Mw	occidente	[4, 5)
2017	10	22	9	16	28.7	R	7.857	-72.138	5	3.3	Mw	occidente	[3, 4)
2017	10	22	15	33	21.2	L	9.82	-68.735	1.8	2.7	Mw	occidente	[0, 3)
2017	10	22	21	37	10.5	L	9.924	-67.223	2.4	2.2	Mw	centro	[0, 3)
2017	10	23	0	19	53.8	R	6.624	-74	0	3.3	Mw		[3, 4)
2017	10	23	0	59	 9.6	L	9.816	-68.895	2.7	1.9	Mw	occidente	[0, 3)
2017	10	23	6	34	22.4	L	10.41	-70.331	1.5	3.1	Mw	occidente	[3, 4)
2017	10	23	6	43	25.5	R	6.758	-73.177	164.1	3.7	Mw	occidente	[3, 4)
2017	10	23	7	43	35.1	R	6.803	-73.17	171.4	3.7	Mw	occidente	[3, 4)
2017	10	23	8	5	41.5	R	8.524	-72.94	1.8	3.3	Mw	occidente	[3, 4)
2017	10	23	8	20	49.2	R	6.776	-73.163	170.3	3.3	Mw	occidente	[3, 4)
2017	10	23	11	21	22.1	R	6.807	-73.178	168.3	3.2	Mw	occidente	[3, 4)
2017	10	23	11	48	14.5	L	10.832	-62.274	32.9	2.8	Mw	oriente	[0, 3)
2017	10	23	12	11	35.2	R	6.729	-73.17	160.5	3.1	Mw	occidente	[3, 4)
2017	10	23	15	46	29.6	L	9.375	-69.821	4.6	1.9	Mw	occidente	[0, 3)
2017	10	23	15	54	18.9	L	10.716	-62.316	16.7	2.6	Mw	oriente	[0, 3)
2017	10	23	16	26	21.3	L	10.621	-67.311	5	3.1	Mw	centro	[3, 4)
2017	10	23	17	5	46.2	L	11.121	-62.04	120	3.5	Mw	oriente	[3, 4)
2017	10	23	18	11	16.7	R	11.002	-72.909	9.7	3.1	Mw	occidente	[3, 4)
2017	10	23	20	56	 9.3	L	11.117	-62.221	115.7	3.5	Mw	oriente	[3, 4)
2017	10	24	2	20	 5.7	R	11.521	-60.745	9	3.7	Mw	oriente	[3, 4)
2017	10	24	11	42	 2.3	R	6.824	-73.125	157	3.4	Mw	occidente	[3, 4)
2017	10	24	13	38	22.5	L	10.373	-69.829	23.9	1.9	Mw	occidente	[0, 3)
2017	10	24	13	46	 6.0	R	6.754	-73.112	161.5	3.1	Mw	occidente	[3, 4)
2017	10	24	14	17	 3.7	R	6.87	-73.155	160.1	3.2	Mw	occidente	[3, 4)
2017	10	24	15	29	 2.8	L	10.183	-69.934	5	2	Mw	occidente	[0, 3)
2017	10	24	16	23	33.7	R	5.339	-73.824	34.7	3.8	Mw	occidente	[3, 4)
2017	10	24	17	3	21.0	L	9.933	-67.221	5	2.1	Mw	centro	[0, 3)
2017	10	25	7	7	 9.4	R	6.815	-73.236	170.4	3.3	Mw	occidente	[3, 4)
2017	10	25	11	59	30.2	R	6.807	-73.2	164.3	2.8	Mw	occidente	[0, 3)
2017	10	25	12	20	 0.5	R	6.515	-72.037	32.9	3.4	Mw	occidente	[3, 4)
2017	10	25	19	21	43.9	L	10.245	-69.754	5	2.5	Mw	occidente	[0, 3)
2017	10	25	21	56	55.0	R	6.753	-73.173	164.7	3.5	Mw	occidente	[3, 4)
2017	10	25	22	33	47.2	R	6.842	-73.071	165.1	3	Mw	occidente	[3, 4)
2017	10	26	2	42	12.8	L	10.492	-67.249	21.1	2	Mw	centro	[0, 3)
2017	10	26	3	13	 9.4	R	6.886	-73.106	117.1	3.2	Mw	occidente	[3, 4)
2017	10	26	5	3	24.7	L	9.981	-69.779	5	1.9	Mw	occidente	[0, 3)
2017	10	26	6	36	35.3	L	10.383	-71.226	17	3	Mw	occidente	[3, 4)
2017	10	26	6	53	 3.6	R	6.852	-73.198	168.3	3.4	Mw	occidente	[3, 4)
2017	10	26	7	59	31.1	R	10.222	-73.613	23.8	4.9	Mw	occidente	[4, 5)
2017	10	26	7	59	31.8	R	10.246	-73.63	32.7	5.1	Mw	occidente	[5, 10)
2017	10	26	12	4	30.3	L	12.101	-69.585	11.2	2.7	Mw	occidente	[0, 3)
2017	10	26	12	17	54.6	R	10.973	-73.511	25.2	3	Mw	occidente	[3, 4)
2017	10	26	13	13	11.6	R	6.753	-73.137	172.9	3.7	Mw	occidente	[3, 4)
2017	10	26	13	17	58.8	R	6.774	-73.139	165.9	3.2	Mw	occidente	[3, 4)
2017	10	26	14	11	58.2	R	6.506	-72.229	1.7	2.7	Mw	occidente	[0, 3)
2017	10	26	14	31	46.8	R	5.55	-73.419	0	2.9	Mw	occidente	[0, 3)
2017	10	26	15	38	50.8	L	10.716	-65.347	20.4	3.6	Mw	centro	[3, 4)
2017	10	26	15	45	20.4	L	10.674	-65.358	18.7	2.7	Mw	centro	[0, 3)
2017	10	26	15	58	29.6	L	10.268	-67.294	27.9	2.2	Mw	centro	[0, 3)
2017	10	26	21	20	50.4	R	12.545	-71.244	11.4	3.2	Mw	occidente	[3, 4)
2017	10	26	21	49	10.2	R	6.507	-73.543	125.8	3.2	Mw	occidente	[3, 4)
2017	10	26	22	40	 5.4	R	6.803	-73.184	167.8	3.1	Mw	occidente	[3, 4)
2017	10	26	22	43	37.6	R	9.259	-71.134	36.3	2.4	Mw	occidente	[0, 3)
2017	10	27	1	44	 0.3	L	10.702	-66.584	6.3	2.6	Mw	centro	[0, 3)
2017	10	27	3	29	57.5	R	8.597	-73.558	12.6	3.2	Mw	occidente	[3, 4)
2017	10	27	4	23	38.7	R	8.386	-72.988	164.6	3.1	Mw	occidente	[3, 4)
2017	10	27	4	34	24.8	L	10.263	-67.784	3.4	1.6	Mw	centro	[0, 3)
2017	10	27	12	3	23.3	R	6.842	-73.15	157.4	2.8	Mw	occidente	[0, 3)
2017	10	27	12	16	49.3	L	12.881	-70.591	32	2.9	Mw	occidente	[0, 3)
2017	10	27	21	39	48.8	L	9.931	-67.22	3.3	2.3	Mw	centro	[0, 3)
2017	10	27	22	37	 1.7	R	6.832	-73.281	171.4	3.3	Mw	occidente	[3, 4)
2017	10	27	23	15	 3.1	L	10.454	-72.512	146.8	3.1	Mw	occidente	[3, 4)
2017	10	27	23	15	 3.4	L	10.46	-72.491	146.4	3.1	Mw	occidente	[3, 4)
2017	10	28	0	27	49.3	L	10.257	-70.26	5	2.4	Mw	occidente	[0, 3)
2017	10	28	0	26	54.4	R	5.169	-73.668	152.9	3.6	Mw	occidente	[3, 4)
2017	10	28	3	36	41.1	L	10.513	-61.81	35.2	3.2	Mw	oriente	[3, 4)
2017	10	28	3	38	53.7	L	6.191	-65.138	5	3.9	Mw	centro	[3, 4)
2017	10	28	3	38	54.0	L	6.214	-65.085	5	3.7	Mw	centro	[3, 4)
2017	10	28	4	22	52.7	R	6.763	-73.123	167.5	3	Mw	occidente	[3, 4)
2017	10	28	5	2	58.6	L	10.496	-62.281	23.6	2.8	Mw	oriente	[0, 3)
2017	10	28	5	11	42.2	L	10.177	-65.417	5	2.6	Mw	centro	[0, 3)
2017	10	28	5	15	55.5	R	6.784	-73.129	160.7	2.8	Mw	occidente	[0, 3)
2017	10	28	5	25	18.9	R	6.768	-73.083	146.6	2.5	Mw	occidente	[0, 3)
2017	10	28	7	43	48.5	L	11.038	-62.191	105.6	2.9	Mw	oriente	[0, 3)
2017	10	28	7	46	51.4	R	6.246	-73.587	126.8	3.7	Mw	occidente	[3, 4)
2017	10	28	10	5	29.5	L	10.531	-70.06	13.3	2.5	Mw	occidente	[0, 3)
2017	10	28	10	20	16.3	R	6.115	-73.704	100.2	3.2	Mw	occidente	[3, 4)
2017	10	28	16	39	 6.3	L	10.885	-72.663	9	3.2	Mw	occidente	[3, 4)
2017	10	28	18	1	31.5	R	6.824	-73.131	159.4	3.4	Mw	occidente	[3, 4)
2017	10	29	7	56	59.0	L	9.653	-63.153	10.2	3.9	Mw	oriente	[3, 4)
2017	10	29	8	56	34.9	R	6.577	-73.126	145.3	3.6	Mw	occidente	[3, 4)
2017	10	29	12	0	52.7	R	8.32	-71.433	5	2.8	Mw	occidente	[0, 3)
2017	10	29	12	39	22.7	R	6.814	-73.173	165.8	3.2	Mw	occidente	[3, 4)
2017	10	29	12	48	12.7	R	6.913	-72.984	157.5	3.9	Mw	occidente	[3, 4)
2017	10	29	13	4	11.1	L	8.336	-71.461	1.1	2.8	Mw	occidente	[0, 3)
2017	10	29	14	21	52.7	R	6.754	-73.123	170	3.6	Mw	occidente	[3, 4)
2017	10	29	16	14	13.2	R	6.779	-73.108	160.7	3.5	Mw	occidente	[3, 4)
2017	10	29	17	21	13.7	R	9.452	-73.315	5	3.3	Mw	occidente	[3, 4)
2017	10	29	19	24	49.5	R	6.814	-73.153	164.8	4.1	Mw	occidente	[4, 5)
2017	10	29	20	53	 7.0	R	6.861	-73.163	153.8	3.2	Mw	occidente	[3, 4)
2017	10	30	0	49	49.3	L	10.002	-68.614	7.4	2.5	Mw	occidente	[0, 3)
2017	10	30	0	52	32.5	L	9.993	-68.642	5	2.8	Mw	occidente	[0, 3)
2017	10	30	4	15	29.0	L	11.364	-69.652	12.3	2.3	Mw	occidente	[0, 3)
2017	10	30	4	52	37.3	L	8.741	-70.706	3.3	2	Mw	occidente	[0, 3)
2017	10	30	4	54	46.5	L	7.998	-71.805	25.8	2.6	Mw	occidente	[0, 3)
2017	10	30	5	18	28.0	L	7.35	-71.983	35.1	2.4	Mw	occidente	[0, 3)
2017	10	30	9	11	 9.0	R	6.896	-73.022	153.4	3.3	Mw	occidente	[3, 4)
2017	10	30	11	53	13.2	L	10.049	-68.647	23.2	2	Mw	occidente	[0, 3)
2017	10	30	11	54	20.1	L	10.004	-68.616	8.9	2.5	Mw	occidente	[0, 3)
2017	10	30	14	41	49.2	L	9.051	-68.572	82.3	2.2	Mw	occidente	[0, 3)
2017	10	30	15	42	47.4	L	9.971	-68.605	10.9	2.1	Mw	occidente	[0, 3)
2017	10	30	22	19	50.2	L	10.097	-70.121	4.8	3	Mw	occidente	[3, 4)
2017	10	30	23	57	58.5	L	10.388	-70.17	5	2.9	Mw	occidente	[0, 3)
2017	10	31	10	7	11.0	R	6.766	-73.171	167.8	3.6	Mw	occidente	[3, 4)
2017	10	31	10	38	17.4	L	12.227	-69.731	35	2.7	Mw	occidente	[0, 3)
2017	10	31	11	45	24.4	R	6.773	-73.166	164.6	3.1	Mw	occidente	[3, 4)
2017	10	31	12	15	59.7	R	6.692	-73.207	154.3	4	Mw	occidente	[4, 5)
2017	10	31	12	55	44.6	R	7.081	-73.42	121.9	3.4	Mw	occidente	[3, 4)
2017	10	31	13	12	22.5	L	10.582	-69.067	5	2.3	Mw	occidente	[0, 3)
2017	10	31	13	32	16.0	R	6.794	-73.121	160.3	3.4	Mw	occidente	[3, 4)
2017	10	31	15	52	57.8	L	10.306	-67.31	24.7	2.1	Mw	centro	[0, 3)
2017	10	31	17	45	36.0	R	6.896	-73.356	133.7	3.2	Mw	occidente	[3, 4)
2017	10	31	20	58	 2.8	L	9.03	-70.492	1.2	3.7	Mw	occidente	[3, 4)
2017	10	31	22	18	14.0	L	10.406	-63.608	5.2	2.9	Mw	oriente	[0, 3)
2017	11	1	3	4	57.0	R	6.798	-73.145	162.1	3.1	Mw	occidente	[3, 4)
2017	11	1	3	4	57.0	R	6.798	-73.145	162.1	3.1	Mw	occidente	[3, 4)
2017	11	1	3	51	 0.6	L	11.096	-61.97	29.7	3.2	Mw	oriente	[3, 4)
2017	11	1	3	54	48.7	L	8.721	-71.054	5	3.4	Mw	occidente	[3, 4)
2017	11	1	5	8	24.2	L	8.957	-70.595	7.5	2.5	Mw	occidente	[0, 3)
2017	11	1	6	4	10.5	L	8.721	-71.021	5	2.2	Mw	occidente	[0, 3)
2017	11	1	6	58	37.1	R	6.767	-73.173	161.4	3.4	Mw	occidente	[3, 4)
2017	11	1	8	3	51.8	L	10.392	-70.277	1.2	3.5	Mw	occidente	[3, 4)
2017	11	1	8	3	53.2	L	10.985	-62.256	23.7	2.6	Mw	oriente	[0, 3)
2017	11	1	8	4	 7.6	R	6.677	-72.697	59.5	2.6	Mw	occidente	[0, 3)
2017	11	1	11	1	32.5	R	8.217	-73.26	152.5	3.8	Mw	occidente	[3, 4)
2017	11	1	12	7	13.5	R	6.808	-73.189	169.3	3.5	Mw	occidente	[3, 4)
2017	11	1	14	46	49.3	L	10.375	-62.215	36.6	3.1	Mw	oriente	[3, 4)
2017	11	1	17	33	33.1	L	9.996	-67.231	15.3	2.1	Mw	centro	[0, 3)
2017	11	2	3	43	37.6	L	11.025	-73.477	0.7	3.6	Mw	occidente	[3, 4)
2017	11	2	11	20	20.4	L	11.804	-66.122	5	2.5	Mw	centro	[0, 3)
2017	11	2	15	28	38.4	R	6.845	-73.128	139.3	2.8	Mw	occidente	[0, 3)
2017	11	2	16	18	38.2	R	6.822	-73.107	167.2	3	Mw	occidente	[3, 4)
2017	11	2	20	24	23.7	R	8.383	-72.972	2.1	2.9	Mw	occidente	[0, 3)
2017	11	3	0	8	16.1	R	5.946	-73.93	5	4.1	Mw	occidente	[4, 5)
2017	11	3	6	38	42.7	R	8.553	-73.122	25.8	3.1	Mw	occidente	[3, 4)
2017	11	3	7	18	 0.5	R	6.812	-73.178	164	3.3	Mw	occidente	[3, 4)
2017	11	3	11	51	22.2	R	6.806	-73.14	162.1	2.8	Mw	occidente	[0, 3)
2017	11	3	14	19	25.3	L	10.812	-62.508	79.4	3.1	Mw	oriente	[3, 4)
2017	11	3	14	40	11.7	L	10.488	-67.047	5	1.5	Mw	centro	[0, 3)
2017	11	3	15	5	26.4	R	10.257	-60.856	0	3.5	Mw	oriente	[3, 4)
2017	11	3	18	34	 6.0	R	6.805	-73.137	156.7	3.1	Mw	occidente	[3, 4)
2017	11	4	5	16	54.8	L	8.695	-64.283	5	3	Mw	oriente	[3, 4)
2017	11	4	21	32	 3.1	L	9.927	-67.215	3.2	2.8	Mw	centro	[0, 3)
2017	11	4	21	39	28.0	L	10.135	-69.996	5.3	2.3	Mw	occidente	[0, 3)
2017	11	4	22	36	40.4	L	9.986	-71.583	5.4	4.2	Mw	occidente	[4, 5)
2017	11	4	23	57	22.1	R	6.813	-73.15	163	4.2	Mw	occidente	[4, 5)
2017	11	5	1	1	50.3	R	9.93	-73.042	30.8	3.6	Mw	occidente	[3, 4)
2017	11	5	6	10	31.9	R	7.283	-73.473	124.4	3.3	Mw	occidente	[3, 4)
2017	11	5	8	16	13.6	R	6.826	-73.147	160.7	3.4	Mw	occidente	[3, 4)
2017	11	5	14	3	 6.1	L	8.449	-71.159	11.8	3	Mw	occidente	[3, 4)
2017	11	5	15	0	23.2	L	11.67	-61.054	5	4.9	Mw	oriente	[4, 5)
2017	11	5	18	5	44.7	R	11.578	-72.768	5	3.9	Mw	occidente	[3, 4)
2017	11	5	20	6	55.7	L	9.968	-69.7	5	2	Mw	occidente	[0, 3)
2017	11	5	23	9	18.4	L	10.73	-68.071	19	1.7	Mw	occidente	[0, 3)
2017	11	6	2	29	15.9	L	10.247	-67.729	19.1	2.2	Mw	centro	[0, 3)
2017	11	6	3	2	36.5	L	10.201	-67.824	2.4	2.6	Mw	centro	[0, 3)
2017	11	6	3	26	 5.1	L	10.243	-67.866	21.2	1.4	Mw	centro	[0, 3)
2017	11	6	4	31	10.2	R	6.665	-73.063	150.5	3.5	Mw	occidente	[3, 4)
2017	11	6	11	1	12.0	R	11.499	-60.989	85.7	4.1	Mw	oriente	[4, 5)
2017	11	6	12	25	42.6	R	11.173	-60.713	44.8	4.1	Mw	oriente	[4, 5)
2017	11	6	13	34	15.2	L	7.516	-65.718	5	2.3	Mw	centro	[0, 3)
2017	11	6	16	17	24.4	R	6.822	-73.173	161.9	3.5	Mw	occidente	[3, 4)
2017	11	6	17	28	11.6	L	9.106	-63.273	38.7	3.8	Mw	oriente	[3, 4)
2017	11	6	18	45	 8.6	L	6.912	-73.036	103.2	3.7	Mw	occidente	[3, 4)
2017	11	6	20	46	17.8	R	6.835	-73.151	165.2	3.9	Mw	occidente	[3, 4)
2017	11	6	23	37	16.7	R	6.799	-73.225	172.5	3.8	Mw	occidente	[3, 4)
2017	11	7	5	9	35.8	R	6.868	-73.187	159.8	3.2	Mw	occidente	[3, 4)
2017	11	7	5	59	12.3	L	8.76	-70.611	5	3	Mw	occidente	[3, 4)
2017	11	7	6	27	41.6	L	8.748	-70.606	5	2.9	Mw	occidente	[0, 3)
2017	11	7	7	42	31.4	L	8.778	-70.601	5	3	Mw	occidente	[3, 4)
2017	11	7	13	5	12.6	R	6.811	-73.137	169.2	3.8	Mw	occidente	[3, 4)
2017	11	7	17	32	23.0	L	10.487	-65.599	5	2.7	Mw	centro	[0, 3)
2017	11	7	17	46	27.2	R	10.938	-72.698	4.8	2.8	Mw	occidente	[0, 3)
2017	11	7	18	12	22.9	R	11.339	-72.798	26.8	2.9	Mw	occidente	[0, 3)
2017	11	7	18	34	59.1	L	10.608	-69.542	28.8	1.9	Mw	occidente	[0, 3)
2017	11	7	19	38	58.3	L	11.221	-70.33	11.4	2.6	Mw	occidente	[0, 3)
2017	11	7	22	24	24.6	R	6.794	-73.184	169.8	4	Mw	occidente	[4, 5)
2017	11	8	3	13	34.9	R	6.764	-73.147	164.9	3.2	Mw	occidente	[3, 4)
2017	11	8	4	25	 7.1	L	8.854	-62.841	35.2	3.2	Mw	oriente	[3, 4)
2017	11	8	9	9	42.1	R	6.801	-73.156	158.9	3	Mw	occidente	[3, 4)
